Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01002845,Kensington and Chelsea 019B,0.126,0.09,2.09,-0.716,36.413,44.78,0.091,0.223
http://opendatacommunities.org/id/geography/administration/lsoa/E01002846,Kensington and Chelsea 017A,0.162,0.125,1.888,0.142,52.609,37.811,0.191,0.37
http://opendatacommunities.org/id/geography/administration/lsoa/E01002847,Kensington and Chelsea 015B,0.08,0.065,0.69,-0.77,46.079,46.657,0.081,0.199
http://opendatacommunities.org/id/geography/administration/lsoa/E01002848,Kensington and Chelsea 015C,0.158,0.103,4.458,-0.154,56.66,48.882,0.188,0.397
http://opendatacommunities.org/id/geography/administration/lsoa/E01002849,Kensington and Chelsea 017B,0.068,0.055,0.861,-1.209,35.982,41.979,0.042,0.157
http://opendatacommunities.org/id/geography/administration/lsoa/E01002850,Kensington and Chelsea 013D,0.111,0.089,1.869,-0.676,44.868,48.847,0.113,0.233
http://opendatacommunities.org/id/geography/administration/lsoa/E01002851,Kensington and Chelsea 015D,0.26,0.173,3.484,0.365,48.395,40.602,0.327,0.396
http://opendatacommunities.org/id/geography/administration/lsoa/E01002852,Kensington and Chelsea 001A,0.297,0.175,16.166,0.458,41.697,36.044,0.444,0.396
http://opendatacommunities.org/id/geography/administration/lsoa/E01002853,Kensington and Chelsea 001B,0.379,0.256,28.829,0.437,38.473,35.022,0.373,0.566
http://opendatacommunities.org/id/geography/administration/lsoa/E01002854,Kensington and Chelsea 001C,0.325,0.221,13.844,0.035,37.305,33.708,0.29,0.483
http://opendatacommunities.org/id/geography/administration/lsoa/E01002855,Kensington and Chelsea 001D,0.317,0.224,9.941,0.361,41.67,32.344,0.328,0.486
http://opendatacommunities.org/id/geography/administration/lsoa/E01002856,Kensington and Chelsea 004E,0.209,0.17,7.589,-0.249,42.622,51.618,0.272,0.333
http://opendatacommunities.org/id/geography/administration/lsoa/E01002857,Kensington and Chelsea 001E,0.389,0.317,17.439,0.506,42.955,30.124,0.412,0.448
http://opendatacommunities.org/id/geography/administration/lsoa/E01002858,Kensington and Chelsea 014C,0.129,0.08,9.067,-0.545,48.726,43.757,0.218,0.168
http://opendatacommunities.org/id/geography/administration/lsoa/E01002859,Kensington and Chelsea 012C,0.024,0.011,0.987,-3.215,33.515,45.602,0.016,0.076
http://opendatacommunities.org/id/geography/administration/lsoa/E01002860,Kensington and Chelsea 012D,0.013,0.007,0.108,-3.188,28.818,56.816,0.006,0.044
http://opendatacommunities.org/id/geography/administration/lsoa/E01002861,Kensington and Chelsea 014D,0.068,0.043,6.71,-1.08,31.725,45.13,0.062,0.13
http://opendatacommunities.org/id/geography/administration/lsoa/E01002862,Kensington and Chelsea 014E,0.159,0.103,7.831,-0.346,44.533,44.617,0.222,0.275
http://opendatacommunities.org/id/geography/administration/lsoa/E01002863,Kensington and Chelsea 012E,0.012,0.01,2.533,-3.134,34.593,37.958,0.007,0.035
http://opendatacommunities.org/id/geography/administration/lsoa/E01002864,Kensington and Chelsea 009A,0.034,0.013,0.582,-2.789,27.567,33.383,0.016,0.087
http://opendatacommunities.org/id/geography/administration/lsoa/E01002865,Kensington and Chelsea 011E,0.021,0.005,0.215,-2.729,24.35,36.04,0.014,0.079
http://opendatacommunities.org/id/geography/administration/lsoa/E01002866,Kensington and Chelsea 009B,0.107,0.085,2.534,-0.573,43.267,32.919,0.084,0.192
http://opendatacommunities.org/id/geography/administration/lsoa/E01002867,Kensington and Chelsea 009C,0.142,0.103,4.649,-1.034,41.645,36.53,0.132,0.263
http://opendatacommunities.org/id/geography/administration/lsoa/E01002868,Kensington and Chelsea 009D,0.012,0.009,0.734,-2.84,35.056,33.642,0.005,0.028
http://opendatacommunities.org/id/geography/administration/lsoa/E01002869,Kensington and Chelsea 009E,0.114,0.076,3.501,-1.056,41.714,37.065,0.114,0.182
http://opendatacommunities.org/id/geography/administration/lsoa/E01002870,Kensington and Chelsea 005A,0.317,0.202,18.712,0.492,39.724,28.105,0.391,0.447
http://opendatacommunities.org/id/geography/administration/lsoa/E01002871,Kensington and Chelsea 007B,0.029,0.019,2.343,-2.652,29.494,50.965,0.043,0.035
http://opendatacommunities.org/id/geography/administration/lsoa/E01002872,Kensington and Chelsea 005B,0.289,0.195,13.983,0.114,39.628,33.443,0.299,0.388
http://opendatacommunities.org/id/geography/administration/lsoa/E01002873,Kensington and Chelsea 007C,0.093,0.07,4.48,-1.172,33.881,42.643,0.103,0.124
http://opendatacommunities.org/id/geography/administration/lsoa/E01002874,Kensington and Chelsea 007D,0.107,0.078,1.886,-0.725,35.116,42.329,0.12,0.186
http://opendatacommunities.org/id/geography/administration/lsoa/E01002875,Kensington and Chelsea 007E,0.059,0.051,0.386,-1.673,32.276,44.352,0.021,0.102
http://opendatacommunities.org/id/geography/administration/lsoa/E01002876,Kensington and Chelsea 003A,0.123,0.091,4.879,-0.706,30.263,39.859,0.081,0.227
http://opendatacommunities.org/id/geography/administration/lsoa/E01002877,Kensington and Chelsea 003B,0.313,0.182,19.574,0.357,38.113,34.629,0.409,0.38
http://opendatacommunities.org/id/geography/administration/lsoa/E01002878,Kensington and Chelsea 003C,0.199,0.149,6.905,-0.005,40.927,37.329,0.185,0.362
http://opendatacommunities.org/id/geography/administration/lsoa/E01002879,Kensington and Chelsea 005C,0.322,0.172,10.999,0.024,40.516,33.492,0.404,0.506
http://opendatacommunities.org/id/geography/administration/lsoa/E01002880,Kensington and Chelsea 005D,0.304,0.215,21.026,0.512,40.441,29.803,0.326,0.453
http://opendatacommunities.org/id/geography/administration/lsoa/E01002881,Kensington and Chelsea 005E,0.281,0.219,17.026,0.312,37.707,30.249,0.284,0.378
http://opendatacommunities.org/id/geography/administration/lsoa/E01002882,Kensington and Chelsea 006A,0.108,0.065,1.043,-1.442,33.291,41.17,0.096,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01002883,Kensington and Chelsea 006B,0.033,0.025,0.531,-1.568,31.075,45.224,0.02,0.064
http://opendatacommunities.org/id/geography/administration/lsoa/E01002884,Kensington and Chelsea 006C,0.09,0.07,2.649,-1.159,44.45,38.534,0.081,0.19
http://opendatacommunities.org/id/geography/administration/lsoa/E01002885,Kensington and Chelsea 006D,0.084,0.05,3.045,-1.268,43.106,54.143,0.157,0.154
http://opendatacommunities.org/id/geography/administration/lsoa/E01002886,Kensington and Chelsea 006E,0.049,0.025,0.479,-2.125,31.078,53.219,0.026,0.132
http://opendatacommunities.org/id/geography/administration/lsoa/E01002887,Kensington and Chelsea 010A,0.022,0.011,0.139,-2.029,33.633,55.254,0.007,0.081
http://opendatacommunities.org/id/geography/administration/lsoa/E01002888,Kensington and Chelsea 013E,0.032,0.018,0.955,-2.637,38.18,42.552,0.028,0.13
http://opendatacommunities.org/id/geography/administration/lsoa/E01002889,Kensington and Chelsea 010B,0.038,0.019,1.673,-1.771,33.559,30.931,0.032,0.114
http://opendatacommunities.org/id/geography/administration/lsoa/E01002890,Kensington and Chelsea 010C,0.012,0.009,0.339,-2.614,26.948,39.726,0.004,0.038
http://opendatacommunities.org/id/geography/administration/lsoa/E01002891,Kensington and Chelsea 010D,0.023,0.011,0.948,-2.195,32.728,42.898,0.027,0.058
http://opendatacommunities.org/id/geography/administration/lsoa/E01002892,Kensington and Chelsea 010E,0.024,0.017,0.569,-2.635,34.482,37.638,0.029,0.073
http://opendatacommunities.org/id/geography/administration/lsoa/E01002893,Kensington and Chelsea 017C,0.126,0.087,7.1,-0.314,37.43,41.053,0.103,0.306
http://opendatacommunities.org/id/geography/administration/lsoa/E01002894,Kensington and Chelsea 017D,0.095,0.086,9.635,-0.911,32.595,44.885,0.041,0.251
http://opendatacommunities.org/id/geography/administration/lsoa/E01002895,Kensington and Chelsea 020B,0.02,0.017,4.35,-2.537,26.338,45.767,0.014,0.037
http://opendatacommunities.org/id/geography/administration/lsoa/E01002896,Kensington and Chelsea 020C,0.037,0.018,5.568,-2.396,28.592,39.053,0.055,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01002897,Kensington and Chelsea 020D,0.093,0.047,1.242,-0.54,31.755,41.811,0.108,0.25
http://opendatacommunities.org/id/geography/administration/lsoa/E01002898,Kensington and Chelsea 017E,0.034,0.013,0.777,-2.231,28.735,41.752,0.012,0.138
http://opendatacommunities.org/id/geography/administration/lsoa/E01002899,Kensington and Chelsea 018A,0.135,0.113,5.284,-0.886,32.203,41.056,0.158,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01002900,Kensington and Chelsea 018B,0.01,0.008,0.845,-2.973,26.726,34.948,0.005,0.029
http://opendatacommunities.org/id/geography/administration/lsoa/E01002901,Kensington and Chelsea 018C,0.072,0.019,4.584,-1.321,31.462,60.865,0.009,0.131
http://opendatacommunities.org/id/geography/administration/lsoa/E01002902,Kensington and Chelsea 018D,0.049,0.036,0.797,-2.098,31.537,39.515,0.063,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01002903,Kensington and Chelsea 018E,0.01,0.003,0.864,-2.972,24.541,37.074,0.005,0.039
http://opendatacommunities.org/id/geography/administration/lsoa/E01002904,Kensington and Chelsea 002A,0.333,0.228,22.995,0.619,38.761,27.58,0.347,0.455
http://opendatacommunities.org/id/geography/administration/lsoa/E01002905,Kensington and Chelsea 002B,0.294,0.196,14.428,0.129,38.834,39.345,0.336,0.453
http://opendatacommunities.org/id/geography/administration/lsoa/E01002906,Kensington and Chelsea 002C,0.21,0.158,12.324,0.406,40.016,35.634,0.241,0.303
http://opendatacommunities.org/id/geography/administration/lsoa/E01002907,Kensington and Chelsea 002D,0.411,0.275,24.795,0.595,35.505,29.29,0.497,0.421
http://opendatacommunities.org/id/geography/administration/lsoa/E01002908,Kensington and Chelsea 003D,0.157,0.105,4.688,0.03,34.845,46.405,0.142,0.34
http://opendatacommunities.org/id/geography/administration/lsoa/E01002909,Kensington and Chelsea 003E,0.193,0.146,7.526,-0.343,38.279,38.123,0.171,0.336
http://opendatacommunities.org/id/geography/administration/lsoa/E01002910,Kensington and Chelsea 019C,0.101,0.065,2.476,-1.432,32.796,37.285,0.067,0.196
http://opendatacommunities.org/id/geography/administration/lsoa/E01002911,Kensington and Chelsea 019D,0.025,0.015,1.516,-2.709,26.063,55.26,0.024,0.055
http://opendatacommunities.org/id/geography/administration/lsoa/E01002912,Kensington and Chelsea 020E,0.059,0.032,11.598,-0.964,30.439,46.513,0.064,0.126
http://opendatacommunities.org/id/geography/administration/lsoa/E01002913,Kensington and Chelsea 021E,0.107,0.062,3.343,-1.152,31.768,41.889,0.146,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01002914,Kensington and Chelsea 019E,0.03,0.012,2.692,-2.091,33.113,38.926,0.022,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01002915,Kingston upon Thames 014A,0.048,0.047,5.219,-1.567,26.65,21.459,0.044,0.067
http://opendatacommunities.org/id/geography/administration/lsoa/E01002916,Kingston upon Thames 014B,0.046,0.054,4.003,-1.216,14.384,22.678,0.038,0.051
http://opendatacommunities.org/id/geography/administration/lsoa/E01002917,Kingston upon Thames 014C,0.035,0.034,1.978,-1.63,16.076,16.781,0.03,0.057
http://opendatacommunities.org/id/geography/administration/lsoa/E01002918,Kingston upon Thames 017A,0.068,0.045,15.533,-0.897,21.35,41.128,0.077,0.084
http://opendatacommunities.org/id/geography/administration/lsoa/E01002919,Kingston upon Thames 017B,0.119,0.06,8.715,-0.676,33.436,24.157,0.146,0.167
http://opendatacommunities.org/id/geography/administration/lsoa/E01002920,Kingston upon Thames 014D,0.039,0.037,1.976,-1.154,21.537,13.748,0.035,0.075
http://opendatacommunities.org/id/geography/administration/lsoa/E01002921,Kingston upon Thames 011A,0.096,0.059,10.803,-0.141,26.657,31.071,0.112,0.253
http://opendatacommunities.org/id/geography/administration/lsoa/E01002922,Kingston upon Thames 010A,0.063,0.041,0.762,-0.882,29.078,22.321,0.062,0.099
http://opendatacommunities.org/id/geography/administration/lsoa/E01002923,Kingston upon Thames 013A,0.221,0.13,22.698,0.65,32.579,22.803,0.264,0.411
http://opendatacommunities.org/id/geography/administration/lsoa/E01002924,Kingston upon Thames 014E,0.025,0.033,0.615,-1.405,18.148,16.451,0.019,0.033
http://opendatacommunities.org/id/geography/administration/lsoa/E01002925,Kingston upon Thames 013B,0.065,0.049,2.067,-0.587,26.784,39.361,0.081,0.161
http://opendatacommunities.org/id/geography/administration/lsoa/E01002926,Kingston upon Thames 010B,0.044,0.037,1.675,-0.947,26.429,27.764,0.048,0.075
http://opendatacommunities.org/id/geography/administration/lsoa/E01002927,Kingston upon Thames 008A,0.086,0.064,3.757,-0.658,30.041,19.875,0.088,0.146
http://opendatacommunities.org/id/geography/administration/lsoa/E01002928,Kingston upon Thames 008B,0.131,0.09,4.183,-0.719,23.033,34.305,0.146,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01002929,Kingston upon Thames 007A,0.04,0.046,0.666,-1.588,22.757,28.851,0.031,0.052
http://opendatacommunities.org/id/geography/administration/lsoa/E01002930,Kingston upon Thames 007B,0.087,0.051,7.117,-1.159,24.951,24.028,0.11,0.134
http://opendatacommunities.org/id/geography/administration/lsoa/E01002931,Kingston upon Thames 007C,0.072,0.045,1.604,-1.38,18.871,34.618,0.091,0.11
http://opendatacommunities.org/id/geography/administration/lsoa/E01002932,Kingston upon Thames 006A,0.19,0.135,15.714,0.158,37.495,17.254,0.204,0.305
http://opendatacommunities.org/id/geography/administration/lsoa/E01002933,Kingston upon Thames 004A,0.121,0.087,4.131,-0.051,21.849,25.58,0.092,0.283
http://opendatacommunities.org/id/geography/administration/lsoa/E01002934,Kingston upon Thames 004B,0.031,0.032,1.031,-1.521,17.162,17.903,0.015,0.118
http://opendatacommunities.org/id/geography/administration/lsoa/E01002935,Kingston upon Thames 003A,0.061,0.036,1.145,-1.635,22.191,29.433,0.079,0.107
http://opendatacommunities.org/id/geography/administration/lsoa/E01002937,Kingston upon Thames 004D,0.031,0.032,1.595,-1.277,14.924,28.865,0.025,0.092
http://opendatacommunities.org/id/geography/administration/lsoa/E01002938,Kingston upon Thames 003B,0.039,0.038,1.172,-1.606,13.5,26.611,0.027,0.086
http://opendatacommunities.org/id/geography/administration/lsoa/E01002939,Kingston upon Thames 018A,0.094,0.071,15.518,-0.727,18.712,18.652,0.135,0.087
http://opendatacommunities.org/id/geography/administration/lsoa/E01002940,Kingston upon Thames 020A,0.114,0.096,18.418,-0.211,24.565,24.553,0.106,0.165
http://opendatacommunities.org/id/geography/administration/lsoa/E01002941,Kingston upon Thames 018B,0.061,0.041,8.587,-0.865,24.233,24.488,0.092,0.074
http://opendatacommunities.org/id/geography/administration/lsoa/E01002942,Kingston upon Thames 018C,0.068,0.059,16.226,-0.562,12.761,19.529,0.079,0.053
http://opendatacommunities.org/id/geography/administration/lsoa/E01002943,Kingston upon Thames 020B,0.103,0.082,27.304,-0.517,25.144,18.715,0.115,0.137
http://opendatacommunities.org/id/geography/administration/lsoa/E01002944,Kingston upon Thames 019A,0.086,0.061,22.106,-0.657,30.744,12.115,0.129,0.064
http://opendatacommunities.org/id/geography/administration/lsoa/E01002945,Kingston upon Thames 019B,0.059,0.045,15.159,-0.956,21.44,19.607,0.079,0.066
http://opendatacommunities.org/id/geography/administration/lsoa/E01002946,Kingston upon Thames 019C,0.049,0.047,11.685,-1.167,25.6,19.125,0.088,0.052
http://opendatacommunities.org/id/geography/administration/lsoa/E01002947,Kingston upon Thames 019D,0.049,0.034,13.8,-1.011,15.333,18.218,0.068,0.058
http://opendatacommunities.org/id/geography/administration/lsoa/E01002948,Kingston upon Thames 020C,0.137,0.091,16.26,-0.491,27.267,10.713,0.186,0.137
http://opendatacommunities.org/id/geography/administration/lsoa/E01002949,Kingston upon Thames 020D,0.081,0.053,11.942,-1.312,17.649,14.179,0.134,0.073
http://opendatacommunities.org/id/geography/administration/lsoa/E01002950,Kingston upon Thames 020E,0.144,0.078,20.224,-0.568,30.853,13.428,0.215,0.179
http://opendatacommunities.org/id/geography/administration/lsoa/E01002951,Kingston upon Thames 003C,0.056,0.03,0.364,-1.914,20.817,21.168,0.058,0.12
http://opendatacommunities.org/id/geography/administration/lsoa/E01002952,Kingston upon Thames 002A,0.033,0.029,2.881,-1.579,29.561,15.757,0.032,0.053
http://opendatacommunities.org/id/geography/administration/lsoa/E01002953,Kingston upon Thames 002B,0.029,0.024,0.641,-1.148,35.069,17.212,0.041,0.059
http://opendatacommunities.org/id/geography/administration/lsoa/E01002954,Kingston upon Thames 003D,0.136,0.043,2.209,-0.191,24.581,20.947,0.208,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01002955,Kingston upon Thames 002C,0.076,0.048,3.864,-1.018,41.23,28.816,0.09,0.136
http://opendatacommunities.org/id/geography/administration/lsoa/E01002956,Kingston upon Thames 002D,0.041,0.022,6.959,-1.52,32.416,19.606,0.043,0.124
http://opendatacommunities.org/id/geography/administration/lsoa/E01002957,Kingston upon Thames 003E,0.119,0.066,17.919,-0.994,31.273,12.605,0.206,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01002958,Kingston upon Thames 008C,0.05,0.038,2.38,-1.423,17.811,33.166,0.06,0.073
http://opendatacommunities.org/id/geography/administration/lsoa/E01002959,Kingston upon Thames 002E,0.02,0.022,0.243,-1.827,20.021,15.538,0.02,0.036
http://opendatacommunities.org/id/geography/administration/lsoa/E01002960,Kingston upon Thames 006B,0.052,0.026,0.84,-1.546,20.024,26.646,0.06,0.097
http://opendatacommunities.org/id/geography/administration/lsoa/E01002961,Kingston upon Thames 008D,0.064,0.056,0.863,-0.998,18.271,21.137,0.069,0.079
http://opendatacommunities.org/id/geography/administration/lsoa/E01002962,Kingston upon Thames 006C,0.077,0.048,15.908,-1.057,23.532,35.122,0.074,0.182
http://opendatacommunities.org/id/geography/administration/lsoa/E01002963,Kingston upon Thames 007D,0.097,0.039,1.134,-1.149,26.938,27.618,0.128,0.205
http://opendatacommunities.org/id/geography/administration/lsoa/E01002964,Kingston upon Thames 005A,0.097,0.052,10.389,-0.346,28.707,31.232,0.147,0.312
http://opendatacommunities.org/id/geography/administration/lsoa/E01002965,Kingston upon Thames 009A,0.094,0.069,1.64,-0.857,32.267,23.819,0.102,0.167
http://opendatacommunities.org/id/geography/administration/lsoa/E01002966,Kingston upon Thames 010C,0.066,0.046,1.716,-1.009,21.677,35.237,0.085,0.129
http://opendatacommunities.org/id/geography/administration/lsoa/E01002967,Kingston upon Thames 009B,0.036,0.029,0.597,-1.272,24.862,19.887,0.054,0.064
http://opendatacommunities.org/id/geography/administration/lsoa/E01002968,Kingston upon Thames 009C,0.058,0.054,3.301,-1.011,31.28,32.789,0.058,0.132
http://opendatacommunities.org/id/geography/administration/lsoa/E01002969,Kingston upon Thames 005B,0.301,0.194,35.926,0.698,34.04,20.864,0.311,0.469
http://opendatacommunities.org/id/geography/administration/lsoa/E01002970,Kingston upon Thames 006D,0.124,0.079,16.113,-0.19,38.025,22.205,0.18,0.203
http://opendatacommunities.org/id/geography/administration/lsoa/E01002971,Kingston upon Thames 005C,0.098,0.055,8.412,-0.66,23.539,27.839,0.172,0.138
http://opendatacommunities.org/id/geography/administration/lsoa/E01002972,Kingston upon Thames 005D,0.093,0.053,5.032,-0.493,24.328,36.896,0.186,0.145
http://opendatacommunities.org/id/geography/administration/lsoa/E01002973,Kingston upon Thames 006E,0.165,0.094,16.405,-0.073,33.226,24.708,0.228,0.228
http://opendatacommunities.org/id/geography/administration/lsoa/E01002974,Kingston upon Thames 005E,0.113,0.075,2.597,-0.94,24.833,24.255,0.145,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01002975,Kingston upon Thames 012A,0.1,0.059,5.92,-1.51,27.727,24.758,0.127,0.11
http://opendatacommunities.org/id/geography/administration/lsoa/E01002976,Kingston upon Thames 015A,0.05,0.042,12.221,-1.107,25.914,18.763,0.06,0.062
http://opendatacommunities.org/id/geography/administration/lsoa/E01002977,Kingston upon Thames 012B,0.148,0.098,16.596,-0.711,26.181,17.754,0.211,0.115
http://opendatacommunities.org/id/geography/administration/lsoa/E01002978,Kingston upon Thames 015B,0.062,0.053,3.709,-1.527,16.851,22.537,0.076,0.07
http://opendatacommunities.org/id/geography/administration/lsoa/E01002979,Kingston upon Thames 015C,0.087,0.064,3.954,-1.286,19.618,20.333,0.141,0.076
http://opendatacommunities.org/id/geography/administration/lsoa/E01002980,Kingston upon Thames 012C,0.042,0.049,6.911,-1.48,24.264,19.983,0.034,0.063
http://opendatacommunities.org/id/geography/administration/lsoa/E01002981,Kingston upon Thames 012D,0.078,0.057,2.811,-1.109,32.293,26.258,0.09,0.114
http://opendatacommunities.org/id/geography/administration/lsoa/E01002982,Kingston upon Thames 015D,0.097,0.063,5.317,-0.645,32.003,24.492,0.142,0.096
http://opendatacommunities.org/id/geography/administration/lsoa/E01002983,Kingston upon Thames 015E,0.055,0.038,2.213,-1.6,27.262,15.808,0.089,0.048
http://opendatacommunities.org/id/geography/administration/lsoa/E01002984,Kingston upon Thames 012E,0.121,0.092,4.126,-0.364,23.267,35.048,0.106,0.152
http://opendatacommunities.org/id/geography/administration/lsoa/E01002985,Kingston upon Thames 007E,0.102,0.036,6.213,-0.847,24.373,32.214,0.142,0.18
http://opendatacommunities.org/id/geography/administration/lsoa/E01002986,Kingston upon Thames 008E,0.082,0.065,5.279,-0.722,29.005,26.547,0.081,0.102
http://opendatacommunities.org/id/geography/administration/lsoa/E01002987,Kingston upon Thames 011B,0.122,0.11,2.634,0.157,24.549,28.293,0.078,0.252
http://opendatacommunities.org/id/geography/administration/lsoa/E01002988,Kingston upon Thames 011C,0.027,0.022,8.078,-1.142,26.118,23.782,0.06,0.095
http://opendatacommunities.org/id/geography/administration/lsoa/E01002989,Kingston upon Thames 011D,0.033,0.019,0.157,-1.59,19.235,45.865,0.059,0.063
http://opendatacommunities.org/id/geography/administration/lsoa/E01002990,Kingston upon Thames 009D,0.049,0.032,1.915,-0.975,26.031,29.867,0.033,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01002991,Kingston upon Thames 009E,0.028,0.027,0.217,-1.106,27.184,32.67,0.034,0.06
http://opendatacommunities.org/id/geography/administration/lsoa/E01002992,Kingston upon Thames 010D,0.026,0.016,3.696,-1.179,32.673,21.199,0.093,0.113
http://opendatacommunities.org/id/geography/administration/lsoa/E01002993,Kingston upon Thames 013C,0.074,0.04,1.725,-0.731,26.046,30.279,0.148,0.121
http://opendatacommunities.org/id/geography/administration/lsoa/E01002994,Kingston upon Thames 016A,0.056,0.035,1.389,-0.789,31.733,17.611,0.089,0.074
http://opendatacommunities.org/id/geography/administration/lsoa/E01002995,Kingston upon Thames 013D,0.034,0.031,0.334,-1.036,23.804,21.822,0.037,0.057
http://opendatacommunities.org/id/geography/administration/lsoa/E01002996,Kingston upon Thames 016B,0.044,0.049,1.767,-1.09,19.515,25.114,0.044,0.072
http://opendatacommunities.org/id/geography/administration/lsoa/E01002997,Kingston upon Thames 016C,0.036,0.05,1.478,-1.281,23.388,33.538,0.023,0.068
http://opendatacommunities.org/id/geography/administration/lsoa/E01002998,Kingston upon Thames 016D,0.125,0.061,11.913,-0.429,21.79,21.699,0.177,0.178
http://opendatacommunities.org/id/geography/administration/lsoa/E01002999,Kingston upon Thames 013E,0.095,0.056,11.395,-0.451,25.882,25.306,0.204,0.143
http://opendatacommunities.org/id/geography/administration/lsoa/E01003000,Kingston upon Thames 017C,0.138,0.099,17.809,-0.426,26.331,16.989,0.178,0.153
http://opendatacommunities.org/id/geography/administration/lsoa/E01003001,Kingston upon Thames 017D,0.068,0.048,11.744,-0.869,22.472,20.765,0.077,0.099
http://opendatacommunities.org/id/geography/administration/lsoa/E01003002,Kingston upon Thames 016E,0.13,0.076,12.293,-0.699,32.024,26.043,0.161,0.198
http://opendatacommunities.org/id/geography/administration/lsoa/E01003003,Kingston upon Thames 017E,0.103,0.063,8.14,-0.661,22.903,35.512,0.13,0.133
http://opendatacommunities.org/id/geography/administration/lsoa/E01003004,Kingston upon Thames 018D,0.062,0.038,11.619,-1.199,27.415,27.797,0.087,0.079
http://opendatacommunities.org/id/geography/administration/lsoa/E01003005,Kingston upon Thames 018E,0.05,0.043,13.874,-1.321,22.232,16.929,0.052,0.094
http://opendatacommunities.org/id/geography/administration/lsoa/E01003006,Kingston upon Thames 001A,0.064,0.06,1.049,-1.005,22.204,12.632,0.062,0.069
http://opendatacommunities.org/id/geography/administration/lsoa/E01003007,Kingston upon Thames 001B,0.05,0.037,1.389,-1.871,11.668,16.682,0.056,0.058
http://opendatacommunities.org/id/geography/administration/lsoa/E01003008,Kingston upon Thames 001C,0.021,0.019,0.917,-1.459,12.37,20.678,0.019,0.05
http://opendatacommunities.org/id/geography/administration/lsoa/E01003009,Kingston upon Thames 001D,0.081,0.059,1.885,-1.219,25.072,16.958,0.104,0.101
http://opendatacommunities.org/id/geography/administration/lsoa/E01003010,Kingston upon Thames 001E,0.024,0.03,0.413,-1.266,15.169,21.451,0.027,0.034
http://opendatacommunities.org/id/geography/administration/lsoa/E01003011,Kingston upon Thames 004E,0.05,0.042,0.369,-1.543,17.859,29.345,0.061,0.046
http://opendatacommunities.org/id/geography/administration/lsoa/E01003013,Lambeth 036A,0.029,0.015,1.054,0.064,26.675,48.038,0.106,0.084
http://opendatacommunities.org/id/geography/administration/lsoa/E01003014,Lambeth 036B,0.141,0.084,20.544,0.012,28.101,38.483,0.256,0.178
http://opendatacommunities.org/id/geography/administration/lsoa/E01003015,Lambeth 002A,0.192,0.12,13.621,0.132,30.212,40.269,0.312,0.306
http://opendatacommunities.org/id/geography/administration/lsoa/E01003016,Lambeth 036C,0.051,0.035,7.994,-0.187,33.821,38.094,0.173,0.17
http://opendatacommunities.org/id/geography/administration/lsoa/E01003017,Lambeth 036D,0.123,0.102,9.464,0.138,28.307,45.328,0.182,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01003018,Lambeth 020A,0.084,0.054,4.267,0.219,25.898,62.774,0.179,0.263
http://opendatacommunities.org/id/geography/administration/lsoa/E01003019,Lambeth 015A,0.114,0.07,3.255,0.054,25.39,37.759,0.22,0.304
http://opendatacommunities.org/id/geography/administration/lsoa/E01003020,Lambeth 016A,0.122,0.09,7.577,0.056,26.699,37.517,0.161,0.297
http://opendatacommunities.org/id/geography/administration/lsoa/E01003021,Lambeth 021A,0.184,0.126,17.378,1.178,29.784,36.365,0.236,0.34
http://opendatacommunities.org/id/geography/administration/lsoa/E01003022,Lambeth 021B,0.122,0.076,6.689,0.378,26.567,41.223,0.194,0.309
http://opendatacommunities.org/id/geography/administration/lsoa/E01003023,Lambeth 021C,0.114,0.053,7.119,0.3,25.552,47.215,0.231,0.384
